transaction_id,date,customer_id,merchant,category,amount,payment_mode,month,day_of_week,rolling_avg_7d,anomaly,anomaly_flag,final_explanation
TXN01364,2025-11-10,CUST046,Unknown Merchant,utilities,693.54,net banking,11,0,2615.66,-1,1,The transaction was flagged as anomalous due to a significant deviation of $693.54 from the customer's usual utility bill expenditure pattern which is considerably higher at an average of $2615.66. The current charge being less than half (0.3x) of this rolling average does not align with historical spending behavior and warrants further investigation for potential issues or errors in billing.
TXN00176,2025-11-17,CUST046,"Nash, Hill and Joseph",groceries,566.78,credit card,11,0,2585.22,-1,1,"The transaction was flagged as anomalous due to a significant deviation from the customer's typical groc enditure patterns; however, when considering it is at the lower threshold of their normal range and could be part of an intentionally cost-conscious spending behavior or promotional spend."
TXN00461,2025-11-28,CUST046,"White, Cobb and Sims",groceries,57.15,net banking,11,4,2494.69,-1,1,"The transaction was flagged as anomalous because it represents a significant reduction in typical spending on groceries without an apparent reason that aligns with established patterns of behavior or economic circumstances. Despite its deviation from normative expenditure levels for this customer segment, the lack of contextual factors (such as intentional budgeting efforts or lifestyle alterations) makes it a pointless transaction to analyze solethy"
TXN00540,2025-11-29,CUST046,Orozco-Stein,travel,432.69,UPI,11,5,2455.49,-1,1,"The transaction was flagged as anomalous due to a significant deviation from typical travel expenditures for this customer profile. Despite being at or below the expected roller coaster average within normal range limits, its low value suggests an unusual one-time spending event that deviates starkly from established patterns of behavior in similar categories."
TXN01504,2025-12-02,CUST046,"Wallace, Frank and Jenkins",entertainment,241.75,net banking,12,1,2424.89,-1,1,The anomaly was flagged due to a significant deviation from typical spending patterns in entertainment; despite this transaction being just at the threshold of what might be considered statistically average based on rolling averages alone. Further investigation is recommended given that lower than usual expenses could indicate an issue requiring customer service attention or follow-up for clarification.
TXN01425,2026-05-21,CUST046,Robertson-Zavala,travel,9198.0,credit card,5,3,1729.48,-1,1,"The transaction was flagged as anomalous because it represents a spending level that's over five times greater than both the customer'semitic average expenditure and rolling average for travel transactions within this account profile, surpassing known high risk thresholds indicative of potential fraudulent activity."
TXN01639,2026-05-25,CUST046,"White, Porter and House",travel,747.24,UPI,5,0,1712.89,-1,1,"The transaction was flagged as anomalous due to its significantly lower expenditure in travel compared to the customer's usual spending pattern; however, it falls within a typical seasonal variation range relative to their rolling average for transactions of this nature."
TXN01198,2025-06-17,CUST047,"Hoffman, Ramos and Butler",shopping,6457.14,credit card,6,1,2437.71,-1,1,This transaction was flagged as anomalous because it deviates by more than double from both individual spending patterns and established risk thresholds specific to average spend multipliers in similar accounts or demographics. Such an irregularity triggers concern for potential unautносиary activity due to its uncharacteristic magnitude relative to customer history.
TXN00619,2025-06-23,CUST047,Thomas-Bell,entertainment,34.29,net banking,6,0,1836.86,-1,1,"The transaction was flagged as anomalous due to its significant deviation from the customer' enduringly expenditure pattern in Entertainment spending, which is considerably lower than their historical average and far below the rolling average for such transactions, suggesting potential fraudulent activity or a need for further investigation."
TXN00731,2026-04-15,CUST047,White Inc,dining,14828.42,credit card,4,2,2313.55,-1,1,This transaction was flagged as anomalous due to its value being over six times higher than the customer' extraneous spend pattern and surpassing established high-risk thresholds for unusual activity in dining transactions.
TXN01081,2026-05-02,CUST047,Medina-Reyes,groceries,916.58,UPI,5,5,2385.75,-1,1,"The grocery expense of $916.58 was flagged as anomalous because it deviates significantly from this customer's usual spending pattern and appears unusually low for them; despite being within the normal range based on a rolling average, such an outlier suggests potential issues to be reviewed further."
TXN01635,2026-05-12,CUST047,Price PLC,dining,71.68,credit card,5,1,2392.25,-1,1,"The recent $71.68 dining expense was flagged as anomalous because it significantly deviates from the customer's historical spending pattern of around $2392.25 in food-related transactions. This represents a notable decrease that is outside their typical range, suggesting potential issues such as unautносиble behavior or an error worth investigating further."
TXN01513,2026-06-01,CUST047,"Crawford, Cameron and Ferrell",groceries,620.43,UPI,6,0,2476.39,-1,1,"The transaction was flagged as anomalous due to its significant deviation from historical spending patterns in groceries, suggesting an atypical or possibly extravagant purchase. Although it is slightly above a typical threshold when considering the rolling average—0.3 times this amount being within normal range does not mitigate the initial discrepty expenditure noted."
TXN01769,2026-06-07,CUST047,Calderon and Sons,entertainment,609.67,net banking,6,6,2539.58,-1,1,"The transaction was flagged as anomalous due to its significant deviation from typical spending patterns in entertainment expenses for this customer, indicating unusually high one-time spending behavior which does not align with their average historical data. Despite the rule finding suggesting it's within a normal range based on rolling averages alone, contextual analysis of recent purchases highlights an outlier that warrants further investigation to ensure no issues such as misuse or error in billing have occurred."
TXN00521,2026-05-26,CUST049,Mcmillan Ltd,shopping,3033.95,credit card,5,1,783.53,-1,1,"The transaction was flagged as anomalous due to its substantial increase by more than twice the customer's usual expenditure and surpassing a critical moderate risk threshold, suggesting an extraordinary purchase or potential account misuse."
TXN01348,2026-05-25,CUST050,"Fuller, Lucas and Johnson",utilities,5611.32,UPI,5,0,1221.8,-1,1,"The transaction was flagged as anomalous due to its substantial deviation from both the customer'self-reported expenditure patterns and a set risk threshold for utility bills in their area of residence or service usage, indicating potential fraudulent activity or errors that require immediate investigation."
